Pregunta|Intencion|Intencion_cat_label|Intencion_encoded
quiero dar de baja una póliza|Cat_262|262|175
como se va ajustando el valor de la cuota de un prestamo prendario|Cat_219|219|127
donde puedo buscartenencias|Cat_67|67|316
quiero cerrar una cuenta que tengo en santander en otra sucursal|Cat_41|41|288
saber limite comprar|Cat_303|303|220
queria saber como era el metodo para precancelar el préstamo|Cat_246|246|157
consulta sobre prestamo|Cat_225|225|134
cómo consigo el código swift de un banco del exterior?|Cat_34|34|260
numerar guia reponer tarjeta debitar|Cat_293|293|208
refinanciacion de deuda de tarjetas|Cat_308|308|225
la parte que cobro en negro?|Cat_233|233|143
como puedo acer para sacar un préstamo|Cat_223|223|132
no me llego tarjeta y me voy de viaje|Cat_293|293|208
queiro cerrar corriente dejar caja ahorro peso|Cat_41|41|288
el credito uva aplica a propiedad unica y permanente ?|Cat_228|228|137
cuanto duran los comodines?|Cat_322|322|241
aparecer cotización bono resumen|Cat_188|188|93
deseo dar de baja al debito automatico de la tarjeta de credito visa|Cat_345|345|266
tengo el tag asociado al da en cuenta  y quiero que se debite de la tarjeta|Cat_305|305|222
depositos desde el exterior|Cat_32|32|238
olvide mi clave de online banking y la bloquee|Cat_1|1|1
que pasa con las millas si no las uso por meses?|Cat_274|274|188
cuál era el límite que tengo de ccredito|Cat_236|236|146
un prestamo de en cuotas como serias las cuotas y si son fijas?|Cat_251|251|163
necesito telefono para comunicarme por tema de tarjeta visa|Cat_147|147|48
como ago para sacar el credito|Cat_223|223|132
la semana pasada realicé un pago a afip de monotributo. hoy me volvió a aparece en el pago mis cuentas y lo pagué nuevamente|Cat_129|129|28
me explicas que quiere decir cft?|Cat_224|224|133
como hago para dejar de ser cliente|Cat_41|41|288
como evitar el debito de mi tarjeta de credito de la cuenta|Cat_345|345|266
nunca me llegue la reimpresión de la visa debito que pedí hace como un mes.|Cat_293|293|208
rescate de tarjeta de ccredito visa|Cat_318|318|236
me llego un email por mora|Cat_193|193|99
racarga de saldo de telefono celular|Cat_132|132|32
quiero renobar la tarjeta que se me vencio|Cat_316|316|234
yo tengo mi madre que quiere sacar un credito personal ella es empresaria. y quiere saber si puede adceder a un credito|Cat_248|248|159
quisiera saver cuando me reintegran el limite de compra de la tarjeta?|Cat_314|314|232
necesito consultar por mi seguro de vivienda a que número tengo que llamar|Cat_265|265|178
donde hago la simulación de ccredito procrear|Cat_251|251|163
tengo un límite en el monto que puedo sacar por ventanilla?|Cat_128|128|27
estoy de viaje y me comentaron q me estan llamando x telefono a mi casa|Cat_146|146|47
me pueden dar una hora y un número para la sucursal ?|Cat_148|148|49
resumen digital|Cat_138|138|38
necesito saber el 0800 para llamar al banco|Cat_147|147|48
quisiera saber presupuesto por máximo de cuota. no soy cliente del banco rio|Cat_251|251|163
por un ccredito uva para la compra de un aut|Cat_228|228|137
aysa esta asociada debito?|Cat_93|93|345
un reintegro no realizado|Cat_312|312|230
quiero solicitar baja de una tarjeta|Cat_338|338|258
entrega de tarjeta de debito|Cat_293|293|208
los números para comunicarme por tarjeta visa credito ?|Cat_147|147|48
podés explicar funciona programar advantage|Cat_277|277|191
quiero dar de vaja targeta de visa|Cat_338|338|258
hay descuento para jubilados en santander en farmacias|Cat_311|311|229
quiero denunciar la pérdida de alimentos refrigerados por falta de luz|Cat_265|265|178
como pagar la tc|Cat_342|342|263
cómo saco una caja de ahorro en pesoss|Cat_39|39|285
hay una edad mí¬≠¬≠¬≠¬≠¬å¬åxima para solicitar el préstamo?|Cat_248|248|159
¿cuándo se acredita el dinero del préstamo?|Cat_226|226|135
clave cajero automatico|Cat_288|288|202
llaman constantemente al telefono de mis padres por que?|Cat_146|146|47
puedo pagar el arreglo del televisor y después mandar la factura al seguro?|Cat_265|265|178
no soy cliente. pero me estoy interesada en sacar un préstamo y queria saber cómo es el tema|Cat_248|248|159
cuantas cuotas tengo que pagar del prendario para poder vender el auto?|Cat_260|260|173
eliminar agenda pago servicio pagar|Cat_129|129|28
quiero saber si todavía tengo la cuenta abierta|Cat_61|61|310
me podés explicar como funciona el programa advantage|Cat_277|277|191
quiero consultar que día vence mi amex|Cat_341|341|262
llamaron legales|Cat_190|190|96
préstamo con monotributo|Cat_248|248|159
banco cobro comision no corresponde reclamar|Cat_97|97|349
persona o bot|Cat_26|26|172
queria chequear cuando me debitan lo de la tarjeta de ccredito o si ya lo hicieron|Cat_279|279|193
para sacar un préstamo hipotecario|Cat_223|223|132
cuentan con lineas de préstamos hipotecarios para refaccion de viviendas?|Cat_228|228|137
costo mensual tenencia letes|Cat_96|96|348
como doy de baja a mi seguro por venta de esa propiedad.|Cat_262|262|175
para rescatar un fondo  me tengo que acercar a la sucursal?|Cat_175|175|79
quisiera saber de donde puedo sacar el resumen de mi tarjeta visa del banco santander rio|Cat_138|138|38
donde busco las promociones|Cat_311|311|229
no quiero renovar un pf|Cat_180|180|85
puedo sacar un adelanto de efectivo y que se debite de mi proximo sueldo?|Cat_56|56|304
cómo saco el dinero de un superfondo?|Cat_175|175|79
querer online banking adhesion debitar impuesto|Cat_132|132|32
di de baja una cuenta universia|Cat_41|41|288
quiero saber si me pueden dar credito|Cat_248|248|159
cómo puedo hacer para conformar un plazo fijo?|Cat_181|181|86
aplicar descuento comprar|Cat_312|312|230
meses querer pagar resumir hipotecario tarjeta debitar santander realizarlo|Cat_129|129|28
como hago para anular una compra que acabo de hacer?|Cat_281|281|195
modificar extración|Cat_287|287|201
doble descuento en pago de tarjeta|Cat_350|350|272
no estaba funcionando la tarjeta y luego me enteré que estaba inhabilitada.|Cat_286|286|200
donde puedo pedir la baja de mi tarjeta de credito?|Cat_338|338|258
cuanta plata me queda en el open credit?|Cat_198|198|104
metrogas tarjeta|Cat_132|132|32
quiero optener la tarjeta debito visa|Cat_39|39|285
tu lugar de nacimiento|Cat_15|15|51
el alias y el cbu se pueden usar indistintamente?|Cat_42|42|289
quiero sacar tarjeta credito telefono|Cat_337|337|257
que es el pago automatico?|Cat_106|106|9
queria saber para extender el limite de extracion|Cat_287|287|201
reclamar cobro renovacion|Cat_97|97|349
cuanto hay que ganar en blanco para tener la tarjeta?|Cat_337|337|257
quisiera solicitar tarjeta de credito por telefono?|Cat_337|337|257
quiero licitar letes pero no me figura en el homebanking|Cat_160|160|63
se puede hacer renovacion de lebacs personalmente?|Cat_162|162|65
necesito consultar saldo disponible tarjeta credito|Cat_303|303|220
como se renuevan los bonos|Cat_162|162|65
queria preguntarles por un gasto que veo en mi tarjeta de credito|Cat_115|115|17
quiero obtener tarjeta de debito universidades|Cat_359|359|281
quiero comprar bonos|Cat_157|157|59
necesitar desconocer debitaronon tarjeta visa santander|Cat_112|112|15
puedo operar en cajeros automaticos sin tener mi tarjeta de débito?|Cat_295|295|210
habilitar tarjeta de ccredito para viaje al exterior|Cat_304|304|221
tengo cañerías tapadas en mi casa  me cubre?|Cat_265|265|178
queria informarme de los prestamos prendarios|Cat_225|225|134
si quiero imprimir el ultimoresumen de la tarjeta visa gold|Cat_138|138|38
solo con dni se abre una caja de ahorros?|Cat_39|39|285
debitar mensual|Cat_129|129|28
crear alerta|Cat_125|125|24
quiero pagar mi prestamo y me dice que no lo puedo hacer|Cat_239|239|149
buenas tardes|Cat_19|19|95
bye|Cat_7|7|319
no cobro por santander  tengo un sueldo fijo de peso por mes hasta cuanto me podrías prestar tengo una antigí¬≠¬≠¬≠¬≠¬ºedad de año en mi empresa|Cat_251|251|163
estoy interesada en sacar un prestamo personal. queria saber el valor. soy cliente con cuenta de sueldo.|Cat_225|225|134
como consulto el saldo cuenta custodia|Cat_188|188|93
quiero cancelar mi deuda con una transferencia|Cat_192|192|98
quiero hacer cancelación anticipada de plazo fijo|Cat_182|182|87
necesito información sobre el proceso de préstamos hipotecarios|Cat_241|241|152
quiero darle de baja al seguro!!|Cat_262|262|175
como saco el préstamo|Cat_223|223|132
quiero solicitar paquete|Cat_39|39|285
queria saber si se puede sacar una un aproximado de las cuotas de un prestamos que quiero sacar|Cat_251|251|163
el vieneres tenia en un fci aprox $17.000 y hoy tengo solamente 6.11822..|Cat_172|172|76
necesito dar de baja mi pf|Cat_182|182|87
puedo sacar un credito hipotecario?|Cat_223|223|132
cuando solicitas el monto para poder realizar la operacion de compra de vivienda el banco te otorga el total de su valor|Cat_245|245|156
queria saber que puedo hacer para aumentar los límites de mi tarjeta  lo pido y no me dan respuesta.|Cat_302|302|219
como blanqueo la nueva clave alfabetica que ya me la olvide?|Cat_288|288|202
quiero refinanciar saldo de mi targeta|Cat_308|308|225
necesito rescatar plata de mi fondo para hacer pagos y dice fuera de horario|Cat_172|172|76
puedo hacer depositos los feriados|Cat_110|110|14
salir home banking|Cat_0|0|0
quiero saber si ya estoy registrada para sorpresa del bco hace tiempo que mandé info pero aún no recibí nada|Cat_320|320|239
pagué un servicio sin querer como hago para cancelarlo?|Cat_129|129|28
queria saber cuando va a haber informacion correcta sobre fci|Cat_172|172|76
consulta por disponible en un pago.|Cat_303|303|220
como hago para registrarme en home bamking|Cat_3|3|215
como reseteo la clave de mi tarjeta para que la vuelva a habilitar?|Cat_288|288|202
hice una compra y no tengo las acciones acreditadas|Cat_153|153|55
pagar tarjeta credito debitar monto nuevamente|Cat_350|350|272
cómo devolver un préstamo personal|Cat_246|246|157
tengo parte de mi sueldo en blanco y otra en negro|Cat_233|233|143
soy extranjero. que requisitos tengo para abrir una cuenta?|Cat_39|39|285
se puede solicitar un préstamo hipotecario para comprar una casa en construccion?|Cat_228|228|137
nesecito un numero de telefono|Cat_147|147|48
por que aún no me acreditaron un haber?|Cat_62|62|311
no puedo ver mis resúmenes en la parte de tarjeras|Cat_138|138|38
donde se puede obtener el resumen de inversiones y cuentas a una fecha determinada|Cat_188|188|93
el dia no se me debitó la cuanta de aysa por no tener fondos. luego no me la visualiza para pagar ni me la debitó al tener fondos ( ese mismo día)|Cat_129|129|28
como se paga la cuota del préstamo hipotecario?|Cat_239|239|149
necesito santander|Cat_39|39|285
qué porcentaje del total que necesito me otorgan con el préstamo hipotecario?|Cat_245|245|156
quiero dar de baja la cuenta|Cat_41|41|288
bajo pagar volver generar|Cat_129|129|28
transferencia inmediata por atm|Cat_84|84|335
cual es el destino del prestamo hipotecario uva?|Cat_228|228|137
con un neto de hasta cuanto puedo obtener de prestamo?|Cat_251|251|163
numero telefono llamar informar|Cat_147|147|48
debitar aysa fondo visualizar pagar debitar fondo|Cat_129|129|28
cuando m fijo el numero de cuenta y cbu para que me realicen una transferencia en dolares. m doy cuenta que es el mismo numero en ambas cuentas. esta bien esto?|Cat_42|42|289
quiero solicitar la reimpresión de debito|Cat_316|316|234
como sé cuando puedo gastar con mi tarjeta de credito|Cat_303|303|220
me estan cobrando el mantenimiento de cuenta y no deberian|Cat_90|90|342
bloquear tarjeta codigo incorrecto|Cat_286|286|200
no se me debito mi servicio de luz|Cat_129|129|28
acabo de ir a buscar una tarjeta de debito y no sé mi clave como la puedo recuperar|Cat_288|288|202
ttuve un siniestro con unos electrodomesticos y quise hacer la denuncia de siniestro por la pagina|Cat_265|265|178
me podés decir de donde vino una transferencia?|Cat_55|55|303
al pagar un vep figura cur informado no es valido|Cat_132|132|32
el dia sabado hice una transferencia a mi mercado pago y a la fecha aun no se ha acreditado.|Cat_77|77|327
atraso pago pagar|Cat_191|191|97
reintegro debito pago de servicio|Cat_312|312|230
sacar un credito|Cat_223|223|132
me pueden enviar la extensión de la póliza?|Cat_266|266|179
aumentar limitar estraccion cajero|Cat_287|287|201
consulta: para solicitar un adelanto en efectivo|Cat_298|298|213
fondos comunes de inversion|Cat_173|173|77
extension visa gold queria abonar debitar automatico unicamente extension|Cat_342|342|263
que datos necesito para cargar la solicitud de un prestamo hipotecario?|Cat_223|223|132
di la baja de mi póliza por olb porque me la siguen cobrando?|Cat_263|263|176
requisito abrir|Cat_39|39|285
mes exigir debitar monotributo efectuarse|Cat_129|129|28
cuales son las condiciones de emisión de los lebacs?|Cat_158|158|60
aviso consumo|Cat_125|125|24
tengo que pagar todo el open credit?|Cat_199|199|105
estoy interesada en tener un plazo fijo en pesos. quisiera saber cómo tendría que hacer|Cat_181|181|86
hacer paso cambiar clave responder intentar|Cat_1|1|1
no puedo entrar al homebankin|Cat_117|117|18
desde donde acceder para operar con leliq?|Cat_157|157|59
llamado juridico|Cat_190|190|96
cuanto demora el otorgamiento del préstamo hipotecario?|Cat_243|243|154
prestamo.personal|Cat_225|225|134
cómo hago para comprar dolares?|Cat_166|166|69
como obtengo mi primera tarjeta credito|Cat_337|337|257
no se me visualiza un pago en pagomiscuentas|Cat_131|131|31
quiero averiguar todo lo realcionado a tasa tiempo modalidad de lebacs|Cat_159|159|61
me han robado la tarjeta de coordenadas|Cat_294|294|209
deseo saber cuál es el costo final para transferir al exterior|Cat_31|31|227
saber limite tarjeta credito visa comprar|Cat_303|303|220
queria saber si mañana se puede invertir en lebac|Cat_156|156|58
no está disponible el resumen online|Cat_138|138|38
olvide mi contraseña de hombamnkin|Cat_1|1|1
si reservo por booking un hotel en el exterior. se aplica el 30%?|Cat_289|289|203
avisar que voy a depositar|Cat_191|191|97
quiero registrar que viajo|Cat_304|304|221
cual es el costo de mantenimiento de la tarjeta de debito?|Cat_96|96|348
que quiere decir cft?|Cat_224|224|133
cómo sé si una orden de compra se hizo bien?|Cat_167|167|70
aparecen las cotizaciones de los bonos en el resumen?|Cat_188|188|93
como hago para cambiar el importa del debito automatico de la tarjeta?|Cat_345|345|266
cuál es el costo del seguro de protección móvil?|Cat_261|261|174
como dar de alta la tarjeta visa internacional|Cat_337|337|257
cuanto me saldría la renovación de la tc?|Cat_340|340|261
no puedo hacer un recate del fondo de inbersion que tengo suscripto|Cat_172|172|76
se supone que no tenía que pagar nada por la renovación y me debitaron igual|Cat_90|90|342
solicitar targeta|Cat_337|337|257
quisiera saber cuales son los requisitos para abrir una cuenta|Cat_39|39|285
queria saber si podía comprar euros|Cat_166|166|69
se me acaba de bloquear la clave del telefono|Cat_1|1|1
